Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Price
19393,Mexico,Sorghum,1996,31169,758,34468.93,25.06,124676
19394,Mexico,Sorghum,1996,31169,758,34468.93,20.79,124676
19395,Mexico,Sorghum,1996,31169,758,34468.93,22.91,124676
19396,Mexico,Sorghum,1996,31169,758,34468.93,19.27,124676
19397,Mexico,Sorghum,1996,31169,758,34468.93,17.2,124676
19398,Mexico,Sorghum,1996,31169,758,34468.93,21.08,124676
19399,Mexico,Soybeans,1996,11429,758,34468.93,16.08,91432
19400,Mexico,Soybeans,1996,11429,758,34468.93,21.08,91432
19401,Mexico,Soybeans,1996,11429,758,34468.93,25.06,91432
19402,Mexico,Soybeans,1996,11429,758,34468.93,20.79,91432
19403,Mexico,Soybeans,1996,11429,758,34468.93,22.91,91432
19404,Mexico,Soybeans,1996,11429,758,34468.93,19.27,91432
19405,Mexico,Soybeans,1996,11429,758,34468.93,17.2,91432
19406,Mexico,Soybeans,1996,11429,758,34468.93,21.08,91432
19407,Mexico,Sweet potatoes,1996,185891,758,34468.93,16.08,0
19408,Mexico,Sweet potatoes,1996,185891,758,34468.93,21.08,0
19409,Mexico,Sweet potatoes,1996,185891,758,34468.93,25.06,0
19410,Mexico,Sweet potatoes,1996,185891,758,34468.93,20.79,0
19411,Mexico,Sweet potatoes,1996,185891,758,34468.93,22.91,0
19412,Mexico,Sweet potatoes,1996,185891,758,34468.93,19.27,0
19413,Mexico,Sweet potatoes,1996,185891,758,34468.93,17.2,0
19414,Mexico,Sweet potatoes,1996,185891,758,34468.93,21.08,0
19415,Mexico,Wheat,1996,41706,758,34468.93,16.08,291942
19416,Mexico,Wheat,1996,41706,758,34468.93,21.08,291942
19417,Mexico,Wheat,1996,41706,758,34468.93,25.06,291942
19418,Mexico,Wheat,1996,41706,758,34468.93,20.79,291942
19419,Mexico,Wheat,1996,41706,758,34468.93,22.91,291942
19420,Mexico,Wheat,1996,41706,758,34468.93,19.27,291942
19421,Mexico,Wheat,1996,41706,758,34468.93,17.2,291942
19422,Mexico,Wheat,1996,41706,758,34468.93,21.08,291942
19423,Mexico,Cassava,1997,96021,758,34468.93,16.25,0
19424,Mexico,Cassava,1997,96021,758,34468.93,20.99,0
19425,Mexico,Cassava,1997,96021,758,34468.93,25.21,0
19426,Mexico,Cassava,1997,96021,758,34468.93,20.35,0
19427,Mexico,Cassava,1997,96021,758,34468.93,21.9,0
19428,Mexico,Cassava,1997,96021,758,34468.93,19.65,0
19429,Mexico,Cassava,1997,96021,758,34468.93,17.46,0
19430,Mexico,Cassava,1997,96021,758,34468.93,20.99,0
19431,Mexico,Maize,1997,23840,758,34468.93,16.25,119200
19432,Mexico,Maize,1997,23840,758,34468.93,20.99,119200
19433,Mexico,Maize,1997,23840,758,34468.93,25.21,119200
19434,Mexico,Maize,1997,23840,758,34468.93,20.35,119200
19435,Mexico,Maize,1997,23840,758,34468.93,21.9,119200
19436,Mexico,Maize,1997,23840,758,34468.93,19.65,119200
19437,Mexico,Maize,1997,23840,758,34468.93,17.46,119200
19438,Mexico,Maize,1997,23840,758,34468.93,20.99,119200
19439,Mexico,Potatoes,1997,208520,758,34468.93,16.25,625560
19440,Mexico,Potatoes,1997,208520,758,34468.93,20.99,625560
19441,Mexico,Potatoes,1997,208520,758,34468.93,25.21,625560
19442,Mexico,Potatoes,1997,208520,758,34468.93,20.35,625560
19443,Mexico,Potatoes,1997,208520,758,34468.93,21.9,625560
19444,Mexico,Potatoes,1997,208520,758,34468.93,19.65,625560
19445,Mexico,Potatoes,1997,208520,758,34468.93,17.46,625560
19446,Mexico,Potatoes,1997,208520,758,34468.93,20.99,625560
19447,Mexico,"Rice, paddy",1997,41365,758,34468.93,16.25,248190
19448,Mexico,"Rice, paddy",1997,41365,758,34468.93,20.99,248190
19449,Mexico,"Rice, paddy",1997,41365,758,34468.93,25.21,248190
19450,Mexico,"Rice, paddy",1997,41365,758,34468.93,20.35,248190
19451,Mexico,"Rice, paddy",1997,41365,758,34468.93,21.9,248190
19452,Mexico,"Rice, paddy",1997,41365,758,34468.93,19.65,248190
19453,Mexico,"Rice, paddy",1997,41365,758,34468.93,17.46,248190
19454,Mexico,"Rice, paddy",1997,41365,758,34468.93,20.99,248190
19455,Mexico,Sorghum,1997,30423,758,34468.93,16.25,121692
19456,Mexico,Sorghum,1997,30423,758,34468.93,20.99,121692
19457,Mexico,Sorghum,1997,30423,758,34468.93,25.21,121692
19458,Mexico,Sorghum,1997,30423,758,34468.93,20.35,121692
19459,Mexico,Sorghum,1997,30423,758,34468.93,21.9,121692
19460,Mexico,Sorghum,1997,30423,758,34468.93,19.65,121692
19461,Mexico,Sorghum,1997,30423,758,34468.93,17.46,121692
19462,Mexico,Sorghum,1997,30423,758,34468.93,20.99,121692
19463,Mexico,Soybeans,1997,15057,758,34468.93,16.25,120456
19464,Mexico,Soybeans,1997,15057,758,34468.93,20.99,120456
19465,Mexico,Soybeans,1997,15057,758,34468.93,25.21,120456
19466,Mexico,Soybeans,1997,15057,758,34468.93,20.35,120456
19467,Mexico,Soybeans,1997,15057,758,34468.93,21.9,120456
19468,Mexico,Soybeans,1997,15057,758,34468.93,19.65,120456
19469,Mexico,Soybeans,1997,15057,758,34468.93,17.46,120456
19470,Mexico,Soybeans,1997,15057,758,34468.93,20.99,120456
19471,Mexico,Sweet potatoes,1997,209597,758,34468.93,16.25,0
19472,Mexico,Sweet potatoes,1997,209597,758,34468.93,20.99,0
19473,Mexico,Sweet potatoes,1997,209597,758,34468.93,25.21,0
19474,Mexico,Sweet potatoes,1997,209597,758,34468.93,20.35,0
19475,Mexico,Sweet potatoes,1997,209597,758,34468.93,21.9,0
19476,Mexico,Sweet potatoes,1997,209597,758,34468.93,19.65,0
19477,Mexico,Sweet potatoes,1997,209597,758,34468.93,17.46,0
19478,Mexico,Sweet potatoes,1997,209597,758,34468.93,20.99,0
19479,Mexico,Wheat,1997,47347,758,34468.93,16.25,331429
19480,Mexico,Wheat,1997,47347,758,34468.93,20.99,331429
19481,Mexico,Wheat,1997,47347,758,34468.93,25.21,331429
19482,Mexico,Wheat,1997,47347,758,34468.93,20.35,331429
19483,Mexico,Wheat,1997,47347,758,34468.93,21.9,331429
19484,Mexico,Wheat,1997,47347,758,34468.93,19.65,331429
19485,Mexico,Wheat,1997,47347,758,34468.93,17.46,331429
19486,Mexico,Wheat,1997,47347,758,34468.93,20.99,331429
19487,Mexico,Cassava,1998,117046,758,34468.93,17.07,0
19488,Mexico,Cassava,1998,117046,758,34468.93,21.38,0
19489,Mexico,Cassava,1998,117046,758,34468.93,25.14,0
19490,Mexico,Cassava,1998,117046,758,34468.93,19.08,0
19491,Mexico,Cassava,1998,117046,758,34468.93,23.61,0
19492,Mexico,Cassava,1998,117046,758,34468.93,20.31,0
19493,Mexico,Cassava,1998,117046,758,34468.93,16.21,0
19494,Mexico,Cassava,1998,117046,758,34468.93,21.38,0
19495,Mexico,Maize,1998,23429,758,34468.93,17.07,117145
19496,Mexico,Maize,1998,23429,758,34468.93,21.38,117145
19497,Mexico,Maize,1998,23429,758,34468.93,25.14,117145
19498,Mexico,Maize,1998,23429,758,34468.93,19.08,117145
19499,Mexico,Maize,1998,23429,758,34468.93,23.61,117145
19500,Mexico,Maize,1998,23429,758,34468.93,20.31,117145
19501,Mexico,Maize,1998,23429,758,34468.93,16.21,117145
19502,Mexico,Maize,1998,23429,758,34468.93,21.38,117145
19503,Mexico,Potatoes,1998,204955,758,34468.93,17.07,614865
19504,Mexico,Potatoes,1998,204955,758,34468.93,21.38,614865
19505,Mexico,Potatoes,1998,204955,758,34468.93,25.14,614865
19506,Mexico,Potatoes,1998,204955,758,34468.93,19.08,614865
19507,Mexico,Potatoes,1998,204955,758,34468.93,23.61,614865
19508,Mexico,Potatoes,1998,204955,758,34468.93,20.31,614865
19509,Mexico,Potatoes,1998,204955,758,34468.93,16.21,614865
19510,Mexico,Potatoes,1998,204955,758,34468.93,21.38,614865
19511,Mexico,"Rice, paddy",1998,45108,758,34468.93,17.07,270648
19512,Mexico,"Rice, paddy",1998,45108,758,34468.93,21.38,270648
19513,Mexico,"Rice, paddy",1998,45108,758,34468.93,25.14,270648
19514,Mexico,"Rice, paddy",1998,45108,758,34468.93,19.08,270648
19515,Mexico,"Rice, paddy",1998,45108,758,34468.93,23.61,270648
19516,Mexico,"Rice, paddy",1998,45108,758,34468.93,20.31,270648
19517,Mexico,"Rice, paddy",1998,45108,758,34468.93,16.21,270648
19518,Mexico,"Rice, paddy",1998,45108,758,34468.93,21.38,270648
19519,Mexico,Sorghum,1998,33152,758,34468.93,17.07,132608
19520,Mexico,Sorghum,1998,33152,758,34468.93,21.38,132608
19521,Mexico,Sorghum,1998,33152,758,34468.93,25.14,132608
19522,Mexico,Sorghum,1998,33152,758,34468.93,19.08,132608
19523,Mexico,Sorghum,1998,33152,758,34468.93,23.61,132608
19524,Mexico,Sorghum,1998,33152,758,34468.93,20.31,132608
19525,Mexico,Sorghum,1998,33152,758,34468.93,16.21,132608
19526,Mexico,Sorghum,1998,33152,758,34468.93,21.38,132608
19527,Mexico,Soybeans,1998,15978,758,34468.93,17.07,127824
19528,Mexico,Soybeans,1998,15978,758,34468.93,21.38,127824
19529,Mexico,Soybeans,1998,15978,758,34468.93,25.14,127824
19530,Mexico,Soybeans,1998,15978,758,34468.93,19.08,127824
19531,Mexico,Soybeans,1998,15978,758,34468.93,23.61,127824
19532,Mexico,Soybeans,1998,15978,758,34468.93,20.31,127824
19533,Mexico,Soybeans,1998,15978,758,34468.93,16.21,127824
19534,Mexico,Soybeans,1998,15978,758,34468.93,21.38,127824
19535,Mexico,Sweet potatoes,1998,187500,758,34468.93,17.07,0
19536,Mexico,Sweet potatoes,1998,187500,758,34468.93,21.38,0
19537,Mexico,Sweet potatoes,1998,187500,758,34468.93,25.14,0
19538,Mexico,Sweet potatoes,1998,187500,758,34468.93,19.08,0
19539,Mexico,Sweet potatoes,1998,187500,758,34468.93,23.61,0
19540,Mexico,Sweet potatoes,1998,187500,758,34468.93,20.31,0
19541,Mexico,Sweet potatoes,1998,187500,758,34468.93,16.21,0
19542,Mexico,Sweet potatoes,1998,187500,758,34468.93,21.38,0
19543,Mexico,Wheat,1998,42077,758,34468.93,17.07,294539
19544,Mexico,Wheat,1998,42077,758,34468.93,21.38,294539
19545,Mexico,Wheat,1998,42077,758,34468.93,25.14,294539
19546,Mexico,Wheat,1998,42077,758,34468.93,19.08,294539
19547,Mexico,Wheat,1998,42077,758,34468.93,23.61,294539
19548,Mexico,Wheat,1998,42077,758,34468.93,20.31,294539
19549,Mexico,Wheat,1998,42077,758,34468.93,16.21,294539
19550,Mexico,Wheat,1998,42077,758,34468.93,21.38,294539
19551,Mexico,Cassava,1999,136634,758,34468.93,16.09,0
19552,Mexico,Cassava,1999,136634,758,34468.93,20.86,0
19553,Mexico,Cassava,1999,136634,758,34468.93,25.03,0
19554,Mexico,Cassava,1999,136634,758,34468.93,19.74,0
19555,Mexico,Cassava,1999,136634,758,34468.93,23.33,0
19556,Mexico,Cassava,1999,136634,758,34468.93,19.27,0
19557,Mexico,Cassava,1999,136634,758,34468.93,16.18,0
19558,Mexico,Cassava,1999,136634,758,34468.93,20.86,0
19559,Mexico,Maize,1999,24720,758,34468.93,16.09,123600
19560,Mexico,Maize,1999,24720,758,34468.93,20.86,123600
19561,Mexico,Maize,1999,24720,758,34468.93,25.03,123600
19562,Mexico,Maize,1999,24720,758,34468.93,19.74,123600
19563,Mexico,Maize,1999,24720,758,34468.93,23.33,123600
19564,Mexico,Maize,1999,24720,758,34468.93,19.27,123600
19565,Mexico,Maize,1999,24720,758,34468.93,16.18,123600
19566,Mexico,Maize,1999,24720,758,34468.93,20.86,123600
19567,Mexico,Potatoes,1999,223519,758,34468.93,16.09,670557
19568,Mexico,Potatoes,1999,223519,758,34468.93,20.86,670557
19569,Mexico,Potatoes,1999,223519,758,34468.93,25.03,670557
19570,Mexico,Potatoes,1999,223519,758,34468.93,19.74,670557
19571,Mexico,Potatoes,1999,223519,758,34468.93,23.33,670557
19572,Mexico,Potatoes,1999,223519,758,34468.93,19.27,670557
19573,Mexico,Potatoes,1999,223519,758,34468.93,16.18,670557
19574,Mexico,Potatoes,1999,223519,758,34468.93,20.86,670557
19575,Mexico,"Rice, paddy",1999,47762,758,34468.93,16.09,286572
19576,Mexico,"Rice, paddy",1999,47762,758,34468.93,20.86,286572
19577,Mexico,"Rice, paddy",1999,47762,758,34468.93,25.03,286572
19578,Mexico,"Rice, paddy",1999,47762,758,34468.93,19.74,286572
19579,Mexico,"Rice, paddy",1999,47762,758,34468.93,23.33,286572
19580,Mexico,"Rice, paddy",1999,47762,758,34468.93,19.27,286572
19581,Mexico,"Rice, paddy",1999,47762,758,34468.93,16.18,286572
19582,Mexico,"Rice, paddy",1999,47762,758,34468.93,20.86,286572
19583,Mexico,Sorghum,1999,29901,758,34468.93,16.09,119604
19584,Mexico,Sorghum,1999,29901,758,34468.93,20.86,119604
19585,Mexico,Sorghum,1999,29901,758,34468.93,25.03,119604
19586,Mexico,Sorghum,1999,29901,758,34468.93,19.74,119604
19587,Mexico,Sorghum,1999,29901,758,34468.93,23.33,119604
19588,Mexico,Sorghum,1999,29901,758,34468.93,19.27,119604
19589,Mexico,Sorghum,1999,29901,758,34468.93,16.18,119604
19590,Mexico,Sorghum,1999,29901,758,34468.93,20.86,119604
19591,Mexico,Soybeans,1999,16366,758,34468.93,16.09,130928
19592,Mexico,Soybeans,1999,16366,758,34468.93,20.86,130928
19593,Mexico,Soybeans,1999,16366,758,34468.93,25.03,130928
19594,Mexico,Soybeans,1999,16366,758,34468.93,19.74,130928
19595,Mexico,Soybeans,1999,16366,758,34468.93,23.33,130928
19596,Mexico,Soybeans,1999,16366,758,34468.93,19.27,130928
19597,Mexico,Soybeans,1999,16366,758,34468.93,16.18,130928
19598,Mexico,Soybeans,1999,16366,758,34468.93,20.86,130928
19599,Mexico,Sweet potatoes,1999,193104,758,34468.93,16.09,0
19600,Mexico,Sweet potatoes,1999,193104,758,34468.93,20.86,0
19601,Mexico,Sweet potatoes,1999,193104,758,34468.93,25.03,0
19602,Mexico,Sweet potatoes,1999,193104,758,34468.93,19.74,0
19603,Mexico,Sweet potatoes,1999,193104,758,34468.93,23.33,0
19604,Mexico,Sweet potatoes,1999,193104,758,34468.93,19.27,0
19605,Mexico,Sweet potatoes,1999,193104,758,34468.93,16.18,0
19606,Mexico,Sweet potatoes,1999,193104,758,34468.93,20.86,0
19607,Mexico,Wheat,1999,46310,758,34468.93,16.09,324170
19608,Mexico,Wheat,1999,46310,758,34468.93,20.86,324170
19609,Mexico,Wheat,1999,46310,758,34468.93,25.03,324170
19610,Mexico,Wheat,1999,46310,758,34468.93,19.74,324170
19611,Mexico,Wheat,1999,46310,758,34468.93,23.33,324170
19612,Mexico,Wheat,1999,46310,758,34468.93,19.27,324170
19613,Mexico,Wheat,1999,46310,758,34468.93,16.18,324170
19614,Mexico,Wheat,1999,46310,758,34468.93,20.86,324170
19615,Mexico,Cassava,2000,113284,758,34468.93,16.11,0
19616,Mexico,Cassava,2000,113284,758,34468.93,21.12,0
19617,Mexico,Cassava,2000,113284,758,34468.93,25.16,0
19618,Mexico,Cassava,2000,113284,758,34468.93,20.19,0
19619,Mexico,Cassava,2000,113284,758,34468.93,23.07,0
19620,Mexico,Cassava,2000,113284,758,34468.93,19.29,0
19621,Mexico,Cassava,2000,113284,758,34468.93,16.9,0
19622,Mexico,Cassava,2000,113284,758,34468.93,21.12,0
19623,Mexico,Maize,2000,24620,758,34468.93,16.11,123100
19624,Mexico,Maize,2000,24620,758,34468.93,21.12,123100
19625,Mexico,Maize,2000,24620,758,34468.93,25.16,123100
19626,Mexico,Maize,2000,24620,758,34468.93,20.19,123100
19627,Mexico,Maize,2000,24620,758,34468.93,23.07,123100
19628,Mexico,Maize,2000,24620,758,34468.93,19.29,123100
19629,Mexico,Maize,2000,24620,758,34468.93,16.9,123100
19630,Mexico,Maize,2000,24620,758,34468.93,21.12,123100
19631,Mexico,Potatoes,2000,239420,758,34468.93,16.11,718260
19632,Mexico,Potatoes,2000,239420,758,34468.93,21.12,718260
19633,Mexico,Potatoes,2000,239420,758,34468.93,25.16,718260
19634,Mexico,Potatoes,2000,239420,758,34468.93,20.19,718260
19635,Mexico,Potatoes,2000,239420,758,34468.93,23.07,718260
19636,Mexico,Potatoes,2000,239420,758,34468.93,19.29,718260
19637,Mexico,Potatoes,2000,239420,758,34468.93,16.9,718260
19638,Mexico,Potatoes,2000,239420,758,34468.93,21.12,718260
19639,Mexico,"Rice, paddy",2000,41805,758,34468.93,16.11,250830
19640,Mexico,"Rice, paddy",2000,41805,758,34468.93,21.12,250830
19641,Mexico,"Rice, paddy",2000,41805,758,34468.93,25.16,250830
19642,Mexico,"Rice, paddy",2000,41805,758,34468.93,20.19,250830
19643,Mexico,"Rice, paddy",2000,41805,758,34468.93,23.07,250830
19644,Mexico,"Rice, paddy",2000,41805,758,34468.93,19.29,250830
19645,Mexico,"Rice, paddy",2000,41805,758,34468.93,16.9,250830
19646,Mexico,"Rice, paddy",2000,41805,758,34468.93,21.12,250830
19647,Mexico,Sorghum,2000,30762,758,34468.93,16.11,123048
19648,Mexico,Sorghum,2000,30762,758,34468.93,21.12,123048
19649,Mexico,Sorghum,2000,30762,758,34468.93,25.16,123048
19650,Mexico,Sorghum,2000,30762,758,34468.93,20.19,123048
19651,Mexico,Sorghum,2000,30762,758,34468.93,23.07,123048
19652,Mexico,Sorghum,2000,30762,758,34468.93,19.29,123048
19653,Mexico,Sorghum,2000,30762,758,34468.93,16.9,123048
19654,Mexico,Sorghum,2000,30762,758,34468.93,21.12,123048
19655,Mexico,Soybeans,2000,14623,758,34468.93,16.11,116984
19656,Mexico,Soybeans,2000,14623,758,34468.93,21.12,116984
19657,Mexico,Soybeans,2000,14623,758,34468.93,25.16,116984
19658,Mexico,Soybeans,2000,14623,758,34468.93,20.19,116984
19659,Mexico,Soybeans,2000,14623,758,34468.93,23.07,116984
19660,Mexico,Soybeans,2000,14623,758,34468.93,19.29,116984
19661,Mexico,Soybeans,2000,14623,758,34468.93,16.9,116984
19662,Mexico,Soybeans,2000,14623,758,34468.93,21.12,116984
19663,Mexico,Sweet potatoes,2000,188160,758,34468.93,16.11,0
19664,Mexico,Sweet potatoes,2000,188160,758,34468.93,21.12,0
19665,Mexico,Sweet potatoes,2000,188160,758,34468.93,25.16,0
19666,Mexico,Sweet potatoes,2000,188160,758,34468.93,20.19,0
19667,Mexico,Sweet potatoes,2000,188160,758,34468.93,23.07,0
19668,Mexico,Sweet potatoes,2000,188160,758,34468.93,19.29,0
19669,Mexico,Sweet potatoes,2000,188160,758,34468.93,16.9,0
19670,Mexico,Sweet potatoes,2000,188160,758,34468.93,21.12,0
19671,Mexico,Wheat,2000,49355,758,34468.93,16.11,345485
19672,Mexico,Wheat,2000,49355,758,34468.93,21.12,345485
19673,Mexico,Wheat,2000,49355,758,34468.93,25.16,345485
19674,Mexico,Wheat,2000,49355,758,34468.93,20.19,345485
19675,Mexico,Wheat,2000,49355,758,34468.93,23.07,345485
19676,Mexico,Wheat,2000,49355,758,34468.93,19.29,345485
19677,Mexico,Wheat,2000,49355,758,34468.93,16.9,345485
19678,Mexico,Wheat,2000,49355,758,34468.93,21.12,345485
19679,Mexico,Cassava,2001,153208,758,31373.3,15.98,0
19680,Mexico,Cassava,2001,153208,758,31373.3,21.23,0
19681,Mexico,Cassava,2001,153208,758,31373.3,25.11,0
19682,Mexico,Cassava,2001,153208,758,31373.3,20.15,0
19683,Mexico,Cassava,2001,153208,758,31373.3,22.6,0
19684,Mexico,Cassava,2001,153208,758,31373.3,19.32,0
19685,Mexico,Cassava,2001,153208,758,31373.3,16.37,0
19686,Mexico,Cassava,2001,153208,758,31373.3,21.23,0
19687,Mexico,Maize,2001,25777,758,31373.3,15.98,128885
19688,Mexico,Maize,2001,25777,758,31373.3,21.23,128885
19689,Mexico,Maize,2001,25777,758,31373.3,25.11,128885
19690,Mexico,Maize,2001,25777,758,31373.3,20.15,128885
19691,Mexico,Maize,2001,25777,758,31373.3,22.6,128885
19692,Mexico,Maize,2001,25777,758,31373.3,19.32,128885
19693,Mexico,Maize,2001,25777,758,31373.3,16.37,128885
19694,Mexico,Maize,2001,25777,758,31373.3,21.23,128885
19695,Mexico,Potatoes,2001,237799,758,31373.3,15.98,713397
19696,Mexico,Potatoes,2001,237799,758,31373.3,21.23,713397
19697,Mexico,Potatoes,2001,237799,758,31373.3,25.11,713397
19698,Mexico,Potatoes,2001,237799,758,31373.3,20.15,713397
19699,Mexico,Potatoes,2001,237799,758,31373.3,22.6,713397
19700,Mexico,Potatoes,2001,237799,758,31373.3,19.32,713397
19701,Mexico,Potatoes,2001,237799,758,31373.3,16.37,713397
19702,Mexico,Potatoes,2001,237799,758,31373.3,21.23,713397
19703,Mexico,"Rice, paddy",2001,42576,758,31373.3,15.98,255456
19704,Mexico,"Rice, paddy",2001,42576,758,31373.3,21.23,255456
19705,Mexico,"Rice, paddy",2001,42576,758,31373.3,25.11,255456
19706,Mexico,"Rice, paddy",2001,42576,758,31373.3,20.15,255456
19707,Mexico,"Rice, paddy",2001,42576,758,31373.3,22.6,255456
19708,Mexico,"Rice, paddy",2001,42576,758,31373.3,19.32,255456
19709,Mexico,"Rice, paddy",2001,42576,758,31373.3,16.37,255456
19710,Mexico,"Rice, paddy",2001,42576,758,31373.3,21.23,255456
19711,Mexico,Sorghum,2001,33800,758,31373.3,15.98,135200
19712,Mexico,Sorghum,2001,33800,758,31373.3,21.23,135200
19713,Mexico,Sorghum,2001,33800,758,31373.3,25.11,135200
19714,Mexico,Sorghum,2001,33800,758,31373.3,20.15,135200
19715,Mexico,Sorghum,2001,33800,758,31373.3,22.6,135200
19716,Mexico,Sorghum,2001,33800,758,31373.3,19.32,135200
19717,Mexico,Sorghum,2001,33800,758,31373.3,16.37,135200
19718,Mexico,Sorghum,2001,33800,758,31373.3,21.23,135200
19719,Mexico,Soybeans,2001,16503,758,31373.3,15.98,132024
19720,Mexico,Soybeans,2001,16503,758,31373.3,21.23,132024
19721,Mexico,Soybeans,2001,16503,758,31373.3,25.11,132024
19722,Mexico,Soybeans,2001,16503,758,31373.3,20.15,132024
19723,Mexico,Soybeans,2001,16503,758,31373.3,22.6,132024
19724,Mexico,Soybeans,2001,16503,758,31373.3,19.32,132024
19725,Mexico,Soybeans,2001,16503,758,31373.3,16.37,132024
19726,Mexico,Soybeans,2001,16503,758,31373.3,21.23,132024
19727,Mexico,Sweet potatoes,2001,199853,758,31373.3,15.98,0
19728,Mexico,Sweet potatoes,2001,199853,758,31373.3,21.23,0
19729,Mexico,Sweet potatoes,2001,199853,758,31373.3,25.11,0
19730,Mexico,Sweet potatoes,2001,199853,758,31373.3,20.15,0
19731,Mexico,Sweet potatoes,2001,199853,758,31373.3,22.6,0
19732,Mexico,Sweet potatoes,2001,199853,758,31373.3,19.32,0
19733,Mexico,Sweet potatoes,2001,199853,758,31373.3,16.37,0
19734,Mexico,Sweet potatoes,2001,199853,758,31373.3,21.23,0
19735,Mexico,Wheat,2001,47661,758,31373.3,15.98,333627
19736,Mexico,Wheat,2001,47661,758,31373.3,21.23,333627
19737,Mexico,Wheat,2001,47661,758,31373.3,25.11,333627
19738,Mexico,Wheat,2001,47661,758,31373.3,20.15,333627
19739,Mexico,Wheat,2001,47661,758,31373.3,22.6,333627
19740,Mexico,Wheat,2001,47661,758,31373.3,19.32,333627
19741,Mexico,Wheat,2001,47661,758,31373.3,16.37,333627
19742,Mexico,Wheat,2001,47661,758,31373.3,21.23,333627
19743,Mexico,Cassava,2002,150988,758,16189.88,16.37,0
19744,Mexico,Cassava,2002,150988,758,16189.88,21.5,0
19745,Mexico,Cassava,2002,150988,758,16189.88,25.07,0
19746,Mexico,Cassava,2002,150988,758,16189.88,19.93,0
19747,Mexico,Cassava,2002,150988,758,16189.88,22.59,0
19748,Mexico,Cassava,2002,150988,758,16189.88,19.62,0
19749,Mexico,Cassava,2002,150988,758,16189.88,16.37,0
19750,Mexico,Cassava,2002,150988,758,16189.88,21.5,0
19751,Mexico,Maize,2002,27105,758,16189.88,16.37,135525
19752,Mexico,Maize,2002,27105,758,16189.88,21.5,135525
19753,Mexico,Maize,2002,27105,758,16189.88,25.07,135525
19754,Mexico,Maize,2002,27105,758,16189.88,19.93,135525
19755,Mexico,Maize,2002,27105,758,16189.88,22.59,135525
19756,Mexico,Maize,2002,27105,758,16189.88,19.62,135525
19757,Mexico,Maize,2002,27105,758,16189.88,16.37,135525
19758,Mexico,Maize,2002,27105,758,16189.88,21.5,135525
19759,Mexico,Potatoes,2002,237558,758,16189.88,16.37,712674
19760,Mexico,Potatoes,2002,237558,758,16189.88,21.5,712674
19761,Mexico,Potatoes,2002,237558,758,16189.88,25.07,712674
19762,Mexico,Potatoes,2002,237558,758,16189.88,19.93,712674
19763,Mexico,Potatoes,2002,237558,758,16189.88,22.59,712674
19764,Mexico,Potatoes,2002,237558,758,16189.88,19.62,712674
19765,Mexico,Potatoes,2002,237558,758,16189.88,16.37,712674
19766,Mexico,Potatoes,2002,237558,758,16189.88,21.5,712674
19767,Mexico,"Rice, paddy",2002,45027,758,16189.88,16.37,270162
19768,Mexico,"Rice, paddy",2002,45027,758,16189.88,21.5,270162
19769,Mexico,"Rice, paddy",2002,45027,758,16189.88,25.07,270162
19770,Mexico,"Rice, paddy",2002,45027,758,16189.88,19.93,270162
19771,Mexico,"Rice, paddy",2002,45027,758,16189.88,22.59,270162
19772,Mexico,"Rice, paddy",2002,45027,758,16189.88,19.62,270162
19773,Mexico,"Rice, paddy",2002,45027,758,16189.88,16.37,270162
19774,Mexico,"Rice, paddy",2002,45027,758,16189.88,21.5,270162
19775,Mexico,Sorghum,2002,29859,758,16189.88,16.37,119436
19776,Mexico,Sorghum,2002,29859,758,16189.88,21.5,119436
19777,Mexico,Sorghum,2002,29859,758,16189.88,25.07,119436
19778,Mexico,Sorghum,2002,29859,758,16189.88,19.93,119436
19779,Mexico,Sorghum,2002,29859,758,16189.88,22.59,119436
19780,Mexico,Sorghum,2002,29859,758,16189.88,19.62,119436
19781,Mexico,Sorghum,2002,29859,758,16189.88,16.37,119436
19782,Mexico,Sorghum,2002,29859,758,16189.88,21.5,119436
19783,Mexico,Soybeans,2002,15318,758,16189.88,16.37,122544
19784,Mexico,Soybeans,2002,15318,758,16189.88,21.5,122544
19785,Mexico,Soybeans,2002,15318,758,16189.88,25.07,122544
19786,Mexico,Soybeans,2002,15318,758,16189.88,19.93,122544
19787,Mexico,Soybeans,2002,15318,758,16189.88,22.59,122544
19788,Mexico,Soybeans,2002,15318,758,16189.88,19.62,122544
19789,Mexico,Soybeans,2002,15318,758,16189.88,16.37,122544
19790,Mexico,Soybeans,2002,15318,758,16189.88,21.5,122544
19791,Mexico,Sweet potatoes,2002,184236,758,16189.88,16.37,0
19792,Mexico,Sweet potatoes,2002,184236,758,16189.88,21.5,0
19793,Mexico,Sweet potatoes,2002,184236,758,16189.88,25.07,0
19794,Mexico,Sweet potatoes,2002,184236,758,16189.88,19.93,0
19795,Mexico,Sweet potatoes,2002,184236,758,16189.88,22.59,0
19796,Mexico,Sweet potatoes,2002,184236,758,16189.88,19.62,0
19797,Mexico,Sweet potatoes,2002,184236,758,16189.88,16.37,0
19798,Mexico,Sweet potatoes,2002,184236,758,16189.88,21.5,0
19799,Mexico,Wheat,2002,50999,758,16189.88,16.37,356993
19800,Mexico,Wheat,2002,50999,758,16189.88,21.5,356993
19801,Mexico,Wheat,2002,50999,758,16189.88,25.07,356993
